lon1,lat1,dist1,lon2,lat2,dist2,speed
20.976187,52.278278,Żoliborz,20.9774,52.278805,Żoliborz,36.4363272516598
20.968561,52.272102,Żoliborz,20.968561,52.272099,Żoliborz,0.08006034716112609
20.970201,52.271949,Żoliborz,20.9702,52.271956167,Żoliborz,0.19196002753598201
21.006333,52.26172,Żoliborz,21.005204,52.26317,Żoliborz,53.58144367583522
20.976658,52.278931,Żoliborz,20.976645,52.278931,Żoliborz,0.3183853237565599
20.9718446,52.264409,Żoliborz,20.9724268,52.2647136,Żoliborz,7.505924257597644
20.9940976,52.2594841,Żoliborz,20.9941031,52.2594896,Żoliborz,0.12292122769460108
20.969891,52.264943,Żoliborz,20.967856,52.265468,Żoliborz,13.525866275818139
20.98637,52.2694483,Żoliborz,20.98637,52.2694483,Żoliborz,0.0
20.9578917,52.2604083,Żoliborz,20.95998,52.2596183,Żoliborz,19.403444939760984
20.9788246,52.2621883,Żoliborz,20.9788658,52.2621828,Żoliborz,0.430478845402513
20.9681068,52.2719906,Żoliborz,20.9680918,52.2719895,Żoliborz,0.1480217342960059
20.9682468,52.2695988,Żoliborz,20.9682366,52.2695946,Żoliborz,0.15058048854989695
20.968408,52.27147,Żoliborz,20.967713,52.271616,Żoliborz,8.999731768380615
20.983532,52.276443,Żoliborz,20.985418,52.27763,Żoliborz,33.134139632094666
20.96826,52.27187,Żoliborz,20.968256,52.27187,Żoliborz,0.06123770190936065
20.982151,52.267941,Żoliborz,20.981215,52.267719,Żoliborz,11.177888234583126
20.982922,52.276047,Żoliborz,20.982632,52.275879,Żoliborz,4.657863227100526
20.9686982,52.2719982,Żoliborz,20.9686884,52.2720066,Żoliborz,0.14755270000130094
20.961004,52.259171,Żoliborz,20.962082,52.258732,Żoliborz,17.625092994911338
20.9676,52.2567,Żoliborz,20.9667,52.2571,Żoliborz,11.355385422882934
20.9878,52.2841,Żoliborz,20.9864,52.2834,Żoliborz,20.126513795841998
20.987453,52.267746,Żoliborz,20.987373,52.267841,Żoliborz,2.1390744093718763
20.988974,52.266037,Żoliborz,20.987804,52.267262,Żoliborz,22.719751633614074
20.964798,52.273762,Żoliborz,20.968157,52.272717,Żoliborz,43.952377459192924
20.9676104,52.2716965,Żoliborz,20.9676172,52.2716889,Żoliborz,0.1445179461889847
20.977768,52.2706641,Żoliborz,20.9789803,52.2703315,Żoliborz,13.01773629877577
20.962709,52.258545,Żoliborz,20.966162,52.257175,Żoliborz,38.77969789106733
20.985371,52.269741,Żoliborz,20.985481,52.269688,Żoliborz,1.4911204031485423
20.9774,52.278805,Żoliborz,20.977646,52.278896,Żoliborz,3.3526077110291372
20.992994,52.261879,Żoliborz,20.992262,52.262531,Żoliborz,10.55584279089773
20.968561,52.272099,Żoliborz,20.968563,52.272091,Żoliborz,0.1542699569018399
20.9702,52.271956167,Żoliborz,20.971393333,52.271856333,Żoliborz,14.048898833740296
21.005204,52.26317,Żoliborz,21.0031281,52.266495,Żoliborz,50.88774824027446
